brand,expression,whisky_type,age_statement,pack_size_ml,bottle_price,price_band,is_gift_boxed,peat_profile,tier,store_type,shelf_zone,display_type,promo_flag,city_region,week,purchase_type,occasion,basket_role,repeat_purchase_flag,days_since_last_purchase,units_bought,estimated_buyer_stage,product_desc_raw,shelf_tag_raw,promo_text_raw,notes_text
Glenfiddich,12,single_malt,12.0,700,464.56,step_up,0,light,premium,retail_chain,eye_level,standard,0,Midrand,22,mixed,quiet pour,primary,0,,1,familiar,Glenfiddich 12 whisky,Glenfiddich 12 Gift,,
Glenlivet,12,single_malt,12.0,750,531.39,premium_window,1,light,premium,liquor_store,lower,standard,0,Centurion,1,self,braai night,primary,1,26.0,1,exploratory,Glenlivet 12 blend,Glenlivet 12 750ML,,
Glenlivet,12,single_malt,12.0,700,400.25,step_up,0,light,premium,liquor_store,end_cap,standard,1,West Rand,35,mixed,month-end stock-up,primary,0,,1,exploratory,Glenlivet 12 single malt,Glenlivet 12 Gift,premium pour week,
Johnnie Walker,Red Label,blend,,750,251.27,budget_edge,1,light,entry,liquor_store,lower,standard,0,Fourways,23,gift,host gift,primary,1,22.0,1,familiar,Johnnie Walker Red Label single malt gift box,Johnnie Walker Red Label 750 ml,,picked from the feature end after a long look
Glenlivet,12,single_malt,12.0,750,458.27,step_up,1,light,premium,retail_chain,end_cap,standard,0,Soweto,22,gift,host gift,primary,1,13.0,2,exploratory,Glenlivet 12 whisky,G 12 750,,
Monkey Shoulder,Blended Malt,blend,,750,411.22,step_up,0,medium,core,liquor_store,lower,standard,0,Fourways,34,self,month-end stock-up,primary,0,,1,exploratory,Monkey Shoulder Blended Malt 750ml,Monkey Shoulder Blended Malt Gift,,"Shopper hovered, then came back after another aisle."
Chivas Regal,12,blend,12.0,750,346.99,budget_edge,0,light,core,liquor_store,feature_display,gift_section,1,West Rand,14,self,,primary,0,,1,familiar,Chivas Regal 12 Scotch 750ml,CR 12 750,price drop while stock lasts,
Chivas Regal,12,blend,12.0,750,398.57,step_up,0,light,core,retail_chain,lower,standard,0,Pretoria East,29,mixed,quiet pour,primary,0,,1,familiar,Chivas Regal 12 whisky,CR 12 750,,promo got attention but not a big basket
Johnnie Walker,Red Label,blend,,750,271.65,budget_edge,1,light,entry,retail_chain,eye_level,gift_section,0,East Rand,1,mixed,special bottle,add_on,0,86.0,1,entry,Johnnie Walker Red Label gift pack,Johnnie Walker Red Label - R272,,staff said peat was a hard sell here
Johnnie Walker,Red Label,blend,,750,257.88,budget_edge,0,light,entry,premium_store,end_cap,gift_section,0,East Rand,34,self,weekend top-up,primary,0,42.0,1,familiar,Johnnie Walker Red Label whisky,Johnnie Walker Red Label 750 ml,,buyer traded up from a usual blend
Chivas Regal,12,blend,12.0,1000,526.78,premium_window,0,light,core,premium_store,eye_level,standard,0,Midrand,49,mixed,,primary,0,,1,entry,Chivas Regal 12 gift pack,Chivas Regal 12 whisky,,
Johnnie Walker,Black Label,blend,12.0,1000,575.54,premium_window,1,medium,core,liquor_store,end_cap,standard,0,West Rand,23,self,try something else,primary,0,,1,entry,Johnnie Walker Black Label Scotch 1000ml,Johnnie Walker Black Label Gift,,buyer traded up from a usual blend
Johnnie Walker,Red Label,blend,,1000,318.16,budget_edge,0,light,entry,liquor_store,lower,standard,0,East Rand,36,self,braai night,primary,1,34.0,1,familiar,Johnnie Walker Red Label 1000ml,Johnnie Walker Red Label 1000 ml,,
Johnnie Walker,Red Label,blend,,1000,324.1,step_up,0,light,entry,liquor_store,feature_display,standard,1,Pretoria East,42,self,special bottle,primary,1,7.0,1,entry,Johnnie Walker Red Label whisky,JW Red Label 1000,price drop while stock lasts,asked for something smoother than usual
Johnnie Walker,Black Label,blend,12.0,1000,619.28,premium_window,1,medium,core,liquor_store,end_cap,promo_stack,0,Soweto,44,self,weekend top-up,primary,1,38.0,1,familiar,Johnnie Walker Black Label whisky gift box,Johnnie Walker Black Label whisky,,
Chivas Regal,12,blend,12.0,1000,479.22,premium_window,0,light,core,liquor_store,eye_level,standard,0,Pretoria East,35,gift,last-minute dinner,primary,0,79.0,2,familiar,Chivas Regal 12 whisky,CR 12 1000,,buyer traded up from a usual blend
Glenfiddich,12,single_malt,12.0,700,467.42,step_up,1,light,premium,retail_chain,lower,gift_section,0,Centurion,8,self,,primary,0,,1,entry,Glenfiddich 12 single malt,Glenfiddich 12 - R467,,"Shopper hovered, then came back after another aisle."
Johnnie Walker,Red Label,blend,,1000,364.05,step_up,0,light,entry,liquor_store,eye_level,gift_section,0,Sandton,35,self,,primary,0,49.0,1,familiar,Johnnie Walker Red Label blend,Johnnie Walker Red Label - R364,,
Johnnie Walker,Black Label,blend,12.0,750,451.64,step_up,1,medium,core,retail_chain,eye_level,promo_stack,0,Rosebank,50,self,month-end stock-up,primary,1,24.0,1,familiar,Johnnie Walker Black Label whisky gift box,Johnnie Walker Black Label whisky,,
Johnnie Walker,Red Label,blend,,1000,356.52,step_up,0,light,entry,liquor_store,feature_display,standard,0,Soweto,15,mixed,try something else,primary,0,,1,entry,Johnnie Walker Red Label gift pack,JW Red Label 1000,,
Johnnie Walker,Black Label,blend,12.0,750,389.23,step_up,0,medium,core,retail_chain,feature_display,standard,0,Midrand,18,mixed,weekend top-up,primary,0,46.0,1,familiar,Johnnie Walker Black Label whisky,JW Black Label 750,,looked like a gift decision more than a regular buy
Johnnie Walker,Black Label,blend,12.0,1000,599.1,premium_window,1,medium,core,liquor_store,end_cap,gift_section,0,Sandton,33,mixed,weekend top-up,primary,0,,1,exploratory,Johnnie Walker Black Label single malt gift box,Johnnie Walker Black Label whisky,,Staff said peat was a hard sell here.
Johnnie Walker,Black Label,blend,12.0,750,385.32,step_up,1,medium,core,retail_chain,feature_display,promo_stack,0,Fourways,2,self,weekend top-up,primary,0,,1,familiar,Johnnie Walker Black Label 750ml gift box,Johnnie Walker Black Label Gift,,Staff said peat was a hard sell here.
Glenlivet,12,single_malt,12.0,750,549.34,premium_window,0,light,premium,liquor_store,lower,standard,0,Randburg,6,self,last-minute dinner,primary,1,39.0,2,entry,Glenlivet 12 blend,Glenlivet 12 whisky,,asked for something smoother than usual
Lagavulin,16,single_malt,16.0,750,1482.55,top_shelf,1,heavy,distinctive,retail_chain,feature_display,standard,0,Pretoria East,38,gift,braai night,primary,1,34.0,1,preference_led,Lagavulin 16 Scotch 750ml gift box,L 16 750,,Buyer traded up from a usual blend.
Johnnie Walker,Red Label,blend,,1000,401.12,step_up,0,light,entry,premium_store,feature_display,gift_section,0,Sandton,36,self,,primary,0,73.0,1,entry,Johnnie Walker Red Label whisky,Johnnie Walker Red Label whisky,,"premium shelf got traffic, but not much conversion late week"
Johnnie Walker,Red Label,blend,,1000,323.33,step_up,0,light,entry,retail_chain,end_cap,standard,0,East Rand,32,mixed,weekend top-up,primary,0,,1,entry,Johnnie Walker Red Label 1000ml,Johnnie Walker Red Label Gift,,"shopper hovered, then came back after another aisle"
Johnnie Walker,Red Label,blend,,750,230.76,budget_edge,0,light,entry,liquor_store,eye_level,standard,1,Centurion,10,self,last-minute dinner,primary,0,144.0,2,entry,Johnnie Walker Red Label single malt,Johnnie Walker Red Label 750ML,shelf talker only,promo got attention but not a big basket
Glenfiddich,12,single_malt,12.0,750,491.61,premium_window,0,light,premium,liquor_store,lower,promo_stack,0,Fourways,26,self,corporate gift,primary,1,23.0,1,preference_led,Glenfiddich 12 750ml,Glenfiddich 12 - R492,,staff said peat was a hard sell here
Johnnie Walker,Red Label,blend,,750,244.5,budget_edge,0,light,entry,premium_store,lower,gift_section,0,Midrand,31,mixed,special bottle,primary,0,76.0,1,entry,Johnnie Walker Red Label gift pack,Johnnie Walker Red Label 750 ML,,"repeat-looking purchase, no real hesitation"
Chivas Regal,12,blend,12.0,750,363.65,step_up,0,light,core,liquor_store,end_cap,promo_stack,0,Pretoria East,47,self,birthday run,add_on,0,,1,familiar,Chivas Regal 12 blend,Chivas Regal 12 - R364,,asked for something smoother than usual
Chivas Regal,12,blend,12.0,1000,492.34,premium_window,0,light,core,retail_chain,end_cap,standard,0,Midrand,17,gift,host gift,primary,0,,1,familiar,Chivas Regal 12 blend,Chivas Regal 12 - R492,,picked from the feature end after a long look
Glenfiddich,12,single_malt,12.0,700,428.03,step_up,1,light,premium,retail_chain,eye_level,promo_stack,1,Pretoria East,8,gift,host gift,primary,1,20.0,1,preference_led,Glenfiddich 12 whisky gift box,Glenfiddich 12 / R428,gift box offer,
Chivas Regal,12,blend,12.0,750,394.37,step_up,1,light,core,liquor_store,eye_level,gift_section,0,Sandton,34,gift,last-minute dinner,primary,0,130.0,1,familiar,Chivas Regal 12 gift pack,Chivas Regal 12 750ML,,staff said peat was a hard sell here
Monkey Shoulder,Blended Malt,blend,,750,483.56,premium_window,0,medium,core,premium_store,eye_level,standard,1,Midrand,41,self,month-end stock-up,primary,0,,1,exploratory,Monkey Shoulder Blended Malt gift pack,Monkey Shoulder Blended Malt Gift,bundle with glassware,"repeat-looking purchase, no real hesitation"
Glenfiddich,12,single_malt,12.0,750,545.02,premium_window,1,light,premium,retail_chain,eye_level,standard,0,Fourways,6,gift,birthday run,primary,0,90.0,1,preference_led,Glenfiddich 12 750ml,Glenfiddich 12 750 ml,,looked like a gift decision more than a regular buy
Glenfiddich,12,single_malt,12.0,750,502.51,step_up,0,light,premium,retail_chain,feature_display,standard,0,Midrand,6,mixed,,primary,0,72.0,1,familiar,Glenfiddich 12 whisky,Glenfiddich 12 750 ml,,looked like a gift decision more than a regular buy
Laphroaig,10,single_malt,10.0,750,1116.73,top_shelf,1,heavy,distinctive,liquor_store,eye_level,standard,0,Fourways,51,gift,,primary,0,28.0,2,exploratory,Laphroaig 10 blend gift box,L 10 750,,looked like a gift decision more than a regular buy
Monkey Shoulder,Blended Malt,blend,,750,366.83,step_up,0,medium,core,liquor_store,eye_level,standard,0,Centurion,45,mixed,,add_on,0,101.0,1,exploratory,Monkey Shoulder Blended Malt whisky,Monkey Shoulder Blended Malt - R367,,asked for something smoother than usual
Glenfiddich,12,single_malt,12.0,750,475.35,premium_window,0,light,premium,liquor_store,eye_level,standard,0,East Rand,30,mixed,quiet pour,primary,0,,1,exploratory,Glenfiddich 12 Scotch 750ml,Glenfiddich 12 750ML,,"shopper hovered, then came back after another aisle"
Johnnie Walker,Black Label,blend,12.0,1000,567.47,premium_window,1,medium,core,liquor_store,end_cap,promo_stack,1,Rosebank,13,self,month-end stock-up,primary,0,126.0,1,entry,Johnnie Walker Black Label blend,Johnnie Walker Black Label 1000 ML,gift box offer,"premium shelf got traffic, but not much conversion late week"
Johnnie Walker,Red Label,blend,,1000,297.82,budget_edge,0,light,entry,liquor_store,feature_display,standard,0,Fourways,33,self,weekend top-up,primary,1,71.0,1,entry,Johnnie Walker Red Label blend,Johnnie Walker Red Label - R298,,Picked from the feature end after a long look.
Monkey Shoulder,Blended Malt,blend,,750,429.04,step_up,0,medium,core,premium_store,feature_display,gift_section,0,Soweto,1,self,weekend top-up,primary,0,84.0,1,preference_led,Monkey Shoulder Blended Malt Scotch 750ml,Monkey Shoulder Blended Malt / R429,,promo got attention but not a big basket
Laphroaig,10,single_malt,10.0,750,1052.91,stretch,0,heavy,distinctive,liquor_store,eye_level,gift_section,0,Soweto,1,self,last-minute dinner,primary,0,,1,exploratory,Laphroaig 10 Scotch 750ml,L 10 750,,staff said peat was a hard sell here
Chivas Regal,12,blend,12.0,750,444.58,step_up,1,light,core,premium_store,feature_display,promo_stack,1,Centurion,13,self,quiet pour,add_on,0,98.0,1,entry,Chivas Regal 12 single malt,Chivas Regal 12 750 ML,bundle with glassware,Staff said peat was a hard sell here.
Glenfiddich,12,single_malt,12.0,700,393.7,step_up,0,light,premium,liquor_store,feature_display,standard,0,Pretoria East,45,self,month-end stock-up,primary,0,71.0,1,exploratory,Glenfiddich 12 blend,G 12 700,,"Shopper hovered, then came back after another aisle."
Monkey Shoulder,Blended Malt,blend,,750,382.89,step_up,0,medium,core,retail_chain,lower,standard,1,Rosebank,33,self,weekend top-up,add_on,1,11.0,2,exploratory,Monkey Shoulder Blended Malt single malt,Monkey Shoulder Blended Malt 750 ml,bundle with glassware,"shopper hovered, then came back after another aisle"
Johnnie Walker,Red Label,blend,,750,268.86,budget_edge,0,light,entry,liquor_store,eye_level,standard,0,Centurion,30,mixed,quiet pour,primary,1,63.0,1,familiar,Johnnie Walker Red Label blend,Johnnie Walker Red Label 750ML,,
Laphroaig,10,single_malt,10.0,750,1033.23,stretch,0,heavy,distinctive,liquor_store,end_cap,promo_stack,0,Soweto,7,gift,quiet pour,primary,0,95.0,1,preference_led,Laphroaig 10 gift pack,Laphroaig 10 Gift,,promo got attention but not a big basket
Glenlivet,12,single_malt,12.0,700,382.58,step_up,1,light,premium,retail_chain,lower,standard,0,Rosebank,4,gift,try something else,primary,1,44.0,1,familiar,Glenlivet 12 gift pack,G 12 700,,staff said peat was a hard sell here
Chivas Regal,12,blend,12.0,750,407.3,step_up,0,light,core,premium_store,end_cap,standard,1,Sandton,12,self,quiet pour,primary,0,,1,preference_led,Chivas Regal 12 whisky,Chivas Regal 12 Gift,bundle with glassware,
Lagavulin,16,single_malt,16.0,750,1216.29,top_shelf,0,heavy,distinctive,liquor_store,eye_level,gift_section,1,West Rand,31,mixed,try something else,primary,0,98.0,1,preference_led,Lagavulin 16 single malt,Lagavulin 16 750 ML,bundle with glassware,
Johnnie Walker,Black Label,blend,12.0,750,378.23,step_up,1,medium,core,liquor_store,eye_level,standard,1,Centurion,43,self,weekend top-up,primary,1,5.0,1,familiar,Johnnie Walker Black Label single malt,JW Black Label 750,shelf talker only,"premium shelf got traffic, but not much conversion late week"
Lagavulin,16,single_malt,16.0,750,1447.98,top_shelf,1,heavy,distinctive,liquor_store,eye_level,gift_section,0,Sandton,22,self,last-minute dinner,primary,0,,1,exploratory,Lagavulin 16 750ml gift box,Lagavulin 16 750ML,,"repeat-looking purchase, no real hesitation"
Laphroaig,10,single_malt,10.0,750,1146.04,top_shelf,0,heavy,distinctive,liquor_store,end_cap,gift_section,0,Midrand,11,mixed,host gift,primary,0,68.0,1,exploratory,Laphroaig 10 whisky,Laphroaig 10 750 ML,,looked like a gift decision more than a regular buy
Glenfiddich,12,single_malt,12.0,750,512.99,premium_window,0,light,premium,retail_chain,eye_level,standard,0,Sandton,23,self,braai night,primary,0,85.0,1,exploratory,Glenfiddich 12 whisky,Glenfiddich 12 - R513,,"Shopper hovered, then came back after another aisle."
Chivas Regal,12,blend,12.0,1000,456.26,step_up,1,light,core,retail_chain,lower,standard,0,Centurion,25,mixed,,primary,0,112.0,1,familiar,Chivas Regal 12 blend gift box,Chivas Regal 12 Gift,,Picked from the feature end after a long look.
Chivas Regal,12,blend,12.0,750,404.05,step_up,0,light,core,liquor_store,lower,promo_stack,1,Midrand,41,gift,host gift,primary,0,83.0,1,familiar,Chivas Regal 12 blend,Chivas Regal 12 750ML,2 for less on selected whisky,asked for something smoother than usual
Johnnie Walker,Red Label,blend,,1000,331.61,budget_edge,0,light,entry,retail_chain,eye_level,standard,0,Rosebank,29,mixed,quiet pour,primary,0,,1,familiar,Johnnie Walker Red Label 1000ml,Johnnie Walker Red Label 1000 ml,,
Monkey Shoulder,Blended Malt,blend,,750,408.77,step_up,0,medium,core,retail_chain,eye_level,gift_section,1,Sandton,12,self,special bottle,primary,0,9.0,1,entry,Monkey Shoulder Blended Malt whisky,MS Blended Malt 750,bundle with glassware,Looked like a gift decision more than a regular buy.
Johnnie Walker,Red Label,blend,,1000,309.74,budget_edge,0,light,entry,liquor_store,eye_level,standard,0,Rosebank,20,mixed,quiet pour,primary,0,,1,entry,Johnnie Walker Red Label whisky,Johnnie Walker Red Label Gift,,
Chivas Regal,12,blend,12.0,750,418.37,step_up,1,light,core,retail_chain,eye_level,standard,0,Rosebank,35,gift,,primary,0,,1,entry,Chivas Regal 12 Scotch 750ml gift box,Chivas Regal 12 750ML,,Buyer traded up from a usual blend.
Johnnie Walker,Red Label,blend,,1000,330.51,step_up,0,light,entry,liquor_store,lower,gift_section,0,Midrand,40,self,last-minute dinner,primary,0,,1,familiar,Johnnie Walker Red Label gift pack,JW Red Label 1000,,asked for something smoother than usual
Chivas Regal,12,blend,12.0,750,448.86,step_up,1,light,core,retail_chain,lower,promo_stack,1,Rosebank,52,self,month-end stock-up,add_on,0,87.0,1,exploratory,Chivas Regal 12 Scotch 750ml,CR 12 750,2 for less on selected whisky,staff said peat was a hard sell here
Johnnie Walker,Red Label,blend,,1000,339.33,step_up,1,light,entry,premium_store,feature_display,standard,0,Centurion,50,gift,host gift,primary,1,34.0,1,familiar,Johnnie Walker Red Label gift pack,J Walker Red Label 1000 ml,,
Johnnie Walker,Black Label,blend,12.0,1000,717.09,premium_window,0,medium,core,premium_store,eye_level,gift_section,0,East Rand,37,mixed,weekend top-up,primary,1,64.0,1,familiar,Johnnie Walker Black Label whisky,J Walker Black Label WHSKY,,Staff said peat was a hard sell here.
Monkey Shoulder,Blended Malt,blend,,750,432.36,step_up,0,medium,core,retail_chain,eye_level,standard,0,Pretoria East,45,self,,primary,0,,1,preference_led,Monkey Shoulder Blended Malt gift pack,Monkey Shoulder Blended Malt Gift,,
Johnnie Walker,Red Label,blend,,1000,291.31,budget_edge,0,light,entry,retail_chain,eye_level,standard,0,West Rand,21,mixed,last-minute dinner,primary,1,44.0,1,familiar,Johnnie Walker Red Label blend,Johnnie Walker Red Label Gift,,promo got attention but not a big basket
Chivas Regal,12,blend,12.0,750,346.36,budget_edge,0,light,core,liquor_store,feature_display,standard,0,Centurion,36,mixed,quiet pour,primary,0,,1,familiar,Chivas Regal 12 Scotch 750ml,CR 12 750,,"shopper hovered, then came back after another aisle"
Glenlivet,12,single_malt,12.0,700,395.89,step_up,0,light,premium,retail_chain,eye_level,promo_stack,0,Midrand,36,self,,primary,0,,1,familiar,Glenlivet 12 gift pack,Glenlivet 12 700 ml,,"repeat-looking purchase, no real hesitation"
